iteration,dense_layers_1,dense_layers_2,dense_layers_3,dense_layers_4,dense_layers_5,dense_layers_6,dense_layers_7,dense_layers_8,dense_layers_9,dense_layers_10,dense_layers,learning_rate,optimizer,activation,dropout,rnn_type,rnn_size,rnn_activation,rnn_dropout,last_activation,last_perf,min_perf,time
in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,out,out,out
int,int,int,int,int,int,int,int,int,int,int,int,str,str,str,float,str,int,str,float,str,float,float,float
161,163,312,408,173,117,170,254,0,0,0,7,0.005,rmsprop,relu,0,none,113,tanh,0,relu,3.825764155,3.562916994,9.907638
162,459,402,185,0,0,0,0,0,0,0,3,5.00E-05,rmsprop,relu,0,none,8,relu,0.1,relu,3.99669522,3.970827985,8.957668
163,385,144,453,151,398,454,0,0,0,0,6,5.00E-05,rmsprop,leaky_relu,0.25,simplernn,917,relu,0.2,linear,3.409381819,3.085235071,33.960644
164,379,379,424,439,476,417,350,0,0,0,7,0.001,adam,relu,0.15,none,602,tanh,0.1,relu,1.586018825,1.212608814,18.994454
165,432,481,0,0,0,0,0,0,0,0,2,0.005,adam,relu,0.25,lstm,375,tanh,0.15,relu,1.294486797,1.148542142,43.798998
166,115,391,306,292,228,309,147,49,72,215,10,0.005,adam,relu,0.15,simplernn,728,relu,0.2,relu,1.402424431,1.274527681,43.5773
167,223,453,128,411,170,475,0,0,0,0,6,0.005,rmsprop,leaky_relu,0,lstm,574,tanh,0.25,relu,12.78516369,12.78516369,38.529831
168,291,173,349,381,233,433,446,355,35,0,9,0.0005,adam,relu,0.2,none,839,tanh,0.2,relu,1.694021273,1.322953606,23.256124
169,167,465,80,213,414,14,153,436,92,488,10,0.001,adadelta,relu,0.15,simplernn,173,relu,0.1,relu,1.382811427,1.050958467,50.070356
170,407,0,0,0,0,0,0,0,0,0,1,0.0005,adadelta,relu,0.2,lstm,755,relu,0.25,linear,1.41671052,1.161833394,69.110604
171,489,498,289,179,0,0,0,0,0,0,4,0.001,adadelta,relu,0.2,simplernn,638,tanh,0,linear,2.473887777,1.406465435,37.174101
172,41,40,347,292,128,275,35,0,0,0,7,0.0001,adadelta,relu,0.1,none,50,tanh,0.1,linear,1.796481061,1.272527957,19.071756
173,9,333,0,0,0,0,0,0,0,0,2,0.001,adadelta,leaky_relu,0.25,simplernn,828,tanh,0.25,linear,2.212487578,1.614120579,42.051489
174,294,0,0,0,0,0,0,0,0,0,1,0.005,rmsprop,leaky_relu,0.15,none,741,tanh,0.1,linear,2.14627738,1.341809118,5.284898
175,417,3,90,354,294,0,0,0,0,0,5,0.005,adam,relu,0.2,none,667,relu,0.2,linear,1.650746274,1.280934429,14.949288
176,432,195,14,0,0,0,0,0,0,0,3,0.0001,adadelta,relu,0.2,lstm,205,relu,0.1,relu,1.628611529,1.174768543,56.070921
177,388,166,169,376,157,0,0,0,0,0,5,0.001,rmsprop,leaky_relu,0,none,879,relu,0.1,linear,1.838317204,1.280771649,8.210166
178,287,324,227,0,0,0,0,0,0,0,3,0.0005,adadelta,relu,0.2,lstm,157,tanh,0,relu,1.493382907,1.098722386,53.277307
179,214,132,7,392,404,188,71,23,264,0,9,0.0001,rmsprop,relu,0.25,simplernn,712,tanh,0.15,linear,2.976642942,2.68708415,34.422301
180,184,146,0,0,0,0,0,0,0,0,2,0.0005,adam,leaky_relu,0.15,none,355,relu,0,relu,1.426220107,1.301338446,9.455331
181,412,364,103,262,154,0,0,0,0,0,5,0.005,rmsprop,leaky_relu,0,simplernn,922,relu,0.1,linear,2.068430901,1.613041544,27.258049
182,476,456,53,406,72,238,0,0,0,0,6,0.0005,adam,leaky_relu,0.2,simplernn,291,relu,0.1,relu,1.706583178,1.46766175,32.329507
183,119,150,321,55,218,483,321,0,0,0,7,0.0005,adam,leaky_relu,0.2,none,795,relu,0.25,linear,1.441594839,1.163700747,19.174504
184,249,262,127,222,399,77,0,0,0,0,6,5.00E-05,rmsprop,relu,0,none,254,relu,0.2,linear,1.30711391,1.270691371,13.192405
185,172,452,316,47,107,0,0,0,0,0,5,0.0001,adadelta,leaky_relu,0,none,131,relu,0.15,linear,2.396333408,1.31418705,10.453704
186,228,10,176,376,165,0,0,0,0,0,5,0.0005,rmsprop,leaky_relu,0.2,none,316,relu,0,linear,1.445287299,1.251586533,12.452375
187,48,428,65,0,0,0,0,0,0,0,3,5.00E-05,adam,leaky_relu,0.25,lstm,326,tanh,0.2,linear,1.988354993,1.963589835,99.057268
188,83,372,468,232,0,0,0,0,0,0,4,0.005,adadelta,relu,0,none,509,tanh,0.25,linear,1.636627555,1.250630522,9.432905
189,259,424,432,398,26,125,67,380,110,494,10,0.001,adadelta,leaky_relu,0.2,simplernn,216,tanh,0.2,relu,1.617706943,1.156005788,47.446461
190,293,291,127,474,202,136,286,340,0,0,8,0.005,adadelta,leaky_relu,0.25,simplernn,602,tanh,0.2,relu,1.579679203,1.051972747,47.943009
191,431,495,0,0,0,0,0,0,0,0,2,0.0005,adam,relu,0,simplernn,682,tanh,0.15,linear,1.985250902,1.547796178,22.226869
192,103,484,382,206,309,0,0,0,0,0,5,0.0001,adam,leaky_relu,0,simplernn,358,relu,0.25,linear,1.937662888,1.799796796,34.581166
193,244,49,43,476,352,0,0,0,0,0,5,5.00E-05,rmsprop,leaky_relu,0.2,none,292,relu,0.15,linear,1.257321465,1.21557368,17.816611
194,321,164,39,419,179,425,11,414,230,426,10,0.0005,rmsprop,leaky_relu,0.1,lstm,657,tanh,0.25,linear,1.282868171,1.149859166,62.173105
195,348,0,0,0,0,0,0,0,0,0,1,0.0005,adam,leaky_relu,0.15,lstm,434,tanh,0.15,linear,1.500318336,1.424684894,52.41158
196,172,119,25,379,267,0,0,0,0,0,5,5.00E-05,adadelta,leaky_relu,0.1,none,250,tanh,0.1,linear,1.99578023,1.223743069,14.321945
197,93,229,135,89,20,185,489,0,0,0,7,0.0005,adam,relu,0,simplernn,169,relu,0.1,relu,1.300240791,1.200542057,31.166111
198,96,209,200,10,190,148,177,399,289,0,9,0.001,adam,leaky_relu,0.25,none,67,tanh,0.25,relu,1.563919806,1.21004405,23.247186
199,429,269,95,308,0,0,0,0,0,0,4,5.00E-05,adam,relu,0.15,simplernn,405,relu,0.15,relu,3.05068047,2.837140036,33.174292
200,230,395,42,192,408,192,0,0,0,0,6,0.0005,rmsprop,relu,0.2,none,815,relu,0.15,linear,1.462366033,1.25285027,13.892065
201,497,471,291,415,49,431,27,0,0,0,7,0.0005,adam,relu,0.2,none,436,tanh,0.1,linear,1.482598639,1.217282104,19.030364
202,259,319,0,0,0,0,0,0,0,0,2,5.00E-05,adam,leaky_relu,0.2,none,886,relu,0,relu,1.291393161,1.278782392,15.22649
203,106,192,8,442,147,0,0,0,0,0,5,0.001,adam,leaky_relu,0.15,none,822,relu,0.2,linear,1.634590364,1.250127292,15.019559
204,458,448,422,345,241,314,0,0,0,0,6,0.001,adadelta,leaky_relu,0.1,simplernn,727,relu,0.2,relu,1.710399163,1.180909836,36.254089
205,255,391,483,0,0,0,0,0,0,0,3,0.0001,rmsprop,leaky_relu,0.15,lstm,168,relu,0.1,linear,1.456855011,1.382615328,50.346096
206,147,146,96,32,143,294,484,428,191,56,10,0.0005,adadelta,leaky_relu,0.25,none,31,tanh,0.15,relu,2.036834788,1.134133005,26.468727
207,218,216,0,0,0,0,0,0,0,0,2,0.005,rmsprop,leaky_relu,0.1,lstm,374,tanh,0.25,linear,1.375223601,1.20813328,42.125941
208,484,468,366,57,54,317,284,99,109,0,9,5.00E-05,adam,relu,0.15,simplernn,662,relu,0,relu,3.151463938,2.723380709,49.705055
209,121,474,337,377,499,0,0,0,0,0,5,0.0001,adam,leaky_relu,0.1,none,772,tanh,0.25,relu,1.378154075,1.279894233,16.1311
210,27,290,464,339,56,136,222,329,52,401,10,0.0005,adadelta,relu,0.15,none,401,tanh,0.1,relu,1.423646569,1.196133375,26.682999
211,245,281,283,121,218,445,127,112,0,0,8,0.005,adadelta,leaky_relu,0.2,simplernn,464,relu,0.2,linear,1.516148245,1.155234849,44.839254
212,86,68,372,306,278,251,57,0,0,0,7,5.00E-05,adadelta,leaky_relu,0.2,none,217,tanh,0,relu,2.203320336,1.279867792,18.513833
213,475,375,385,13,293,407,321,0,0,0,7,0.005,adam,leaky_relu,0,none,431,relu,0,relu,2.281139708,1.377802134,13.834679
214,354,382,447,8,449,323,270,323,51,428,10,5.00E-05,adadelta,leaky_relu,0.1,lstm,237,tanh,0,linear,1.284326947,0.92767297,86.077556
215,447,117,0,0,0,0,0,0,0,0,2,0.0001,adam,relu,0.2,lstm,566,tanh,0.2,relu,1.656625414,1.580614603,70.294602
216,449,0,0,0,0,0,0,0,0,0,1,5.00E-05,rmsprop,leaky_relu,0.25,lstm,548,tanh,0.15,linear,1.788843989,1.763165402,70.194101
217,150,404,195,166,381,0,0,0,0,0,5,0.001,rmsprop,relu,0.25,lstm,476,relu,0.15,relu,1.443588305,1.308055985,49.827391
218,488,244,226,348,50,86,328,62,414,269,10,0.0005,rmsprop,relu,0.2,simplernn,389,tanh,0.25,relu,2.192820466,1.699719715,36.740125
219,78,0,0,0,0,0,0,0,0,0,1,5.00E-05,adadelta,relu,0.2,lstm,636,relu,0,linear,1.553610325,1.224449229,76.267735
220,11,196,239,414,316,497,395,334,86,0,9,0.005,rmsprop,leaky_relu,0.2,none,387,tanh,0.1,relu,6.117004025,6.052504766,19.657696
221,265,49,269,112,322,395,365,435,377,0,9,0.0001,adam,relu,0.15,none,981,relu,0,linear,1.414574265,1.337843299,25.64124
222,463,89,20,366,270,91,437,0,0,0,7,0.001,adadelta,relu,0.25,none,379,tanh,0.25,linear,1.61570313,1.222601199,19.525529
223,67,35,330,226,275,59,0,0,0,0,6,0.005,adam,relu,0.15,none,896,relu,0.2,relu,1.571851504,1.155637085,16.992284
224,423,364,216,236,405,38,383,52,370,234,10,0.001,adam,relu,0.15,lstm,581,tanh,0.25,relu,1.395050681,1.175781441,68.939229
225,228,378,371,323,0,0,0,0,0,0,4,0.001,adam,leaky_relu,0.15,simplernn,292,relu,0.15,linear,1.415986753,1.256507158,29.087259
226,2,22,220,224,282,0,0,0,0,0,5,0.005,adadelta,leaky_relu,0.15,none,579,relu,0,linear,1.719926858,1.214873147,14.712845
227,169,100,259,367,388,0,0,0,0,0,5,5.00E-05,rmsprop,relu,0.1,lstm,238,tanh,0,linear,1.359246361,1.330938578,65.692889
228,336,23,291,105,153,0,0,0,0,0,5,0.005,adadelta,leaky_relu,0.25,none,367,relu,0,relu,2.438101006,1.315229642,14.56573
229,223,447,103,254,105,251,421,286,347,374,10,0.0001,adam,leaky_relu,0.2,none,977,relu,0.25,relu,1.436818933,1.358255386,27.137268
230,347,408,215,27,81,129,150,276,0,0,8,0.0001,adadelta,leaky_relu,0.15,none,376,relu,0.1,linear,1.928401637,1.165601718,21.029118
231,181,227,331,75,399,354,247,455,0,0,8,0.0005,adam,leaky_relu,0.1,none,599,tanh,0.2,relu,1.616661215,1.252844477,21.062525
232,181,155,224,25,360,467,17,0,0,0,7,0.0001,adadelta,leaky_relu,0.1,lstm,621,relu,0.1,relu,1.41778338,1.114044511,83.516989
233,123,329,113,465,0,0,0,0,0,0,4,0.005,rmsprop,relu,0,none,919,relu,0.2,linear,1.477320004,1.193184412,7.46713
234,254,0,0,0,0,0,0,0,0,0,1,0.005,adam,leaky_relu,0.1,none,899,relu,0.15,relu,1.820280123,1.299855268,6.558046
235,182,35,52,0,0,0,0,0,0,0,3,0.0001,adadelta,leaky_relu,0,none,835,relu,0.25,linear,2.634588814,1.308586431,7.894491
236,386,9,29,480,0,0,0,0,0,0,4,0.001,rmsprop,relu,0.2,lstm,272,relu,0.25,linear,1.323029959,1.237109005,50.640789
237,470,188,28,33,210,0,0,0,0,0,5,0.0005,adam,leaky_relu,0,lstm,653,relu,0.25,linear,2.494583154,2.325509417,56.034718
238,321,0,0,0,0,0,0,0,0,0,1,0.0001,adam,relu,0.1,simplernn,985,relu,0.2,relu,2.875136018,2.565970874,28.345619
239,200,217,192,123,68,436,0,0,0,0,6,0.0001,adadelta,leaky_relu,0.1,none,386,relu,0.15,linear,2.249437666,1.197408915,16.296622
240,464,435,0,0,0,0,0,0,0,0,2,5.00E-05,adam,relu,0.2,simplernn,438,tanh,0.2,linear,1.846518397,1.774529076,32.799744
241,63,16,477,455,361,75,0,0,0,0,6,0.0005,adam,leaky_relu,0,simplernn,999,relu,0.2,relu,1.371087921,1.259904015,47.17502
242,107,469,332,494,0,0,0,0,0,0,4,5.00E-05,rmsprop,leaky_relu,0,lstm,421,tanh,0.1,linear,1.379105568,1.308180892,62.148743
243,344,331,161,7,192,12,43,239,249,0,9,0.001,adadelta,leaky_relu,0.1,none,937,tanh,0.25,relu,1.791238546,1.216828954,23.045702
244,305,91,237,0,0,0,0,0,0,0,3,0.0001,adadelta,leaky_relu,0.2,simplernn,625,relu,0.25,relu,1.579849362,1.228751898,36.722298
245,249,451,246,137,218,116,391,407,0,0,8,0.005,adadelta,leaky_relu,0.25,lstm,798,relu,0.15,relu,1.33359797,1.164673626,75.430966
246,446,472,319,469,55,359,132,0,0,0,7,0.005,rmsprop,relu,0.2,none,107,tanh,0.15,linear,1.762132835,1.499880219,15.535693
247,419,497,389,211,344,134,0,0,0,0,6,0.0001,adam,leaky_relu,0.2,simplernn,958,tanh,0,linear,2.062310243,1.813018274,38.694604
248,110,155,0,0,0,0,0,0,0,0,2,0.001,adadelta,leaky_relu,0.15,none,247,tanh,0.1,relu,2.415401363,1.320304537,8.187212
249,158,0,0,0,0,0,0,0,0,0,1,0.0005,adadelta,leaky_relu,0.1,none,726,tanh,0.2,linear,1.868850732,1.320543218,6.658814
250,136,392,215,334,0,0,0,0,0,0,4,0.0001,rmsprop,leaky_relu,0,simplernn,450,relu,0.25,linear,2.220342326,1.891031337,25.310658
251,224,433,175,454,336,332,234,58,178,348,10,0.0001,rmsprop,relu,0,none,517,relu,0,relu,1.275213194,1.152326667,14.130396
252,276,449,112,351,59,259,208,61,282,28,10,0.0005,adadelta,relu,0,none,621,tanh,0.25,relu,2.104448795,1.151437318,18.370067
253,84,127,474,103,483,0,0,0,0,0,5,0.001,rmsprop,relu,0.15,simplernn,211,relu,0.1,linear,1.30657196,1.172874331,29.09959
254,41,465,381,49,393,366,158,112,15,28,10,0.0001,rmsprop,relu,0.15,none,928,tanh,0.25,relu,1.484363151,1.326883149,24.106388
255,244,313,438,301,451,197,270,180,409,137,10,0.001,adam,leaky_relu,0.1,none,746,tanh,0,linear,1.763203144,1.133344364,24.962613
256,397,0,0,0,0,0,0,0,0,0,1,0.0001,adadelta,relu,0,none,545,relu,0.1,linear,1.893555474,1.340626657,5.651962
257,277,241,404,187,51,428,454,371,1,0,9,0.0005,adadelta,relu,0.1,none,671,relu,0,relu,12.93584347,12.93584347,21.921177
258,20,62,414,265,181,385,172,219,0,0,8,0.005,adadelta,relu,0.25,none,311,tanh,0.25,relu,1.693948197,1.215136731,21.961537
259,404,191,22,466,398,300,391,93,406,160,10,0.001,rmsprop,leaky_relu,0.25,none,347,tanh,0.2,linear,1.624998689,1.312144256,21.156761
260,220,245,98,82,246,27,398,0,0,0,7,0.0001,adam,relu,0,none,194,relu,0.1,linear,1.295058501,1.266914546,16.959871
261,390,116,346,235,31,57,57,102,269,0,9,5.00E-05,adam,relu,0.1,simplernn,935,tanh,0.15,relu,2.247902703,2.170682621,48.500162
262,143,391,67,480,375,327,0,0,0,0,6,0.0005,adadelta,relu,0.2,lstm,624,tanh,0,relu,1.69088887,1.090202641,63.818157
263,468,467,157,40,0,0,0,0,0,0,4,0.005,rmsprop,leaky_relu,0,none,340,relu,0,linear,2.055225515,1.406548572,7.363898
264,101,355,446,230,258,4,130,126,0,0,8,0.001,rmsprop,leaky_relu,0.2,lstm,194,relu,0.1,relu,1.47262547,1.218239021,54.576351
265,201,140,322,103,412,96,225,232,235,0,9,5.00E-05,adadelta,relu,0.25,simplernn,444,relu,0,relu,1.849231696,1.133862507,40.334248
266,130,401,25,444,55,0,0,0,0,0,5,5.00E-05,rmsprop,relu,0.1,none,228,relu,0.25,linear,1.275067687,1.250756383,20.689479
267,279,91,1,210,331,410,293,0,0,0,7,5.00E-05,adadelta,leaky_relu,0.25,lstm,232,relu,0.25,linear,1.330939806,1.168450534,70.997357
268,277,0,0,0,0,0,0,0,0,0,1,0.0005,adam,leaky_relu,0.25,none,944,tanh,0.15,relu,1.376699364,1.335800743,7.999724
269,341,9,244,60,0,0,0,0,0,0,4,0.001,adadelta,leaky_relu,0.25,lstm,26,relu,0,linear,1.456817389,1.158035719,59.437673
270,473,33,0,0,0,0,0,0,0,0,2,0.001,adadelta,leaky_relu,0.25,simplernn,414,relu,0.15,relu,1.682084513,1.279398155,35.419874
271,98,203,27,413,15,138,455,0,0,0,7,5.00E-05,rmsprop,relu,0.15,lstm,768,relu,0.25,linear,1.61510464,1.579247355,134.976907
272,336,201,257,357,396,0,0,0,0,0,5,0.0001,rmsprop,leaky_relu,0.25,simplernn,833,tanh,0.2,relu,1.958553553,1.794839668,32.308093
273,101,333,90,351,422,348,424,0,0,0,7,0.0005,adadelta,leaky_relu,0.2,simplernn,97,tanh,0.25,relu,1.99653101,1.076883149,37.702781
274,479,0,0,0,0,0,0,0,0,0,1,0.001,rmsprop,leaky_relu,0,simplernn,998,tanh,0.2,relu,6.338702965,5.949852347,22.56347
275,231,0,0,0,0,0,0,0,0,0,1,0.001,adam,leaky_relu,0.15,none,606,relu,0.1,linear,1.398831224,1.282743967,7.235239
276,59,351,489,169,133,306,67,375,0,0,8,0.005,adadelta,relu,0,none,329,tanh,0,linear,1.628801084,1.124571681,18.01708
277,452,444,92,191,413,171,119,159,100,0,9,5.00E-05,adam,leaky_relu,0.15,lstm,957,relu,0.25,relu,2.359890819,2.293686724,105.800265
278,417,320,482,148,472,339,89,83,300,250,10,0.0001,rmsprop,relu,0.15,lstm,158,tanh,0.15,relu,1.620411074,1.458145225,64.416257
279,237,245,403,0,0,0,0,0,0,0,3,5.00E-05,rmsprop,relu,0.15,lstm,386,relu,0,relu,1.512270284,1.445376492,66.184976
280,296,443,25,212,319,306,480,90,0,0,8,5.00E-05,adam,relu,0,none,106,tanh,0.1,linear,1.289200032,1.273839426,19.465732
281,161,422,232,274,378,76,417,0,0,0,7,0.0005,adam,leaky_relu,0.1,none,696,tanh,0.15,relu,1.576640153,1.207048798,18.976094
282,70,341,132,0,0,0,0,0,0,0,3,0.001,adam,leaky_relu,0.1,none,605,relu,0.15,linear,1.603231049,1.248353457,10.916458
283,105,421,230,280,197,360,155,482,0,0,8,5.00E-05,rmsprop,leaky_relu,0,none,232,relu,0.1,linear,1.345499611,1.250510085,13.562906
284,14,122,96,0,0,0,0,0,0,0,3,0.005,rmsprop,leaky_relu,0.15,simplernn,707,tanh,0.2,relu,2.028834963,1.817016697,28.346146
285,79,0,0,0,0,0,0,0,0,0,1,0.0005,adam,relu,0.2,simplernn,783,tanh,0.15,linear,2.243438458,1.905201578,25.442359
286,43,0,0,0,0,0,0,0,0,0,1,0.005,adadelta,relu,0.15,none,831,relu,0.15,relu,1.712810755,1.365480721,6.775993
287,71,316,230,452,0,0,0,0,0,0,4,0.001,adadelta,leaky_relu,0.15,simplernn,969,relu,0,linear,1.732329941,1.225385213,35.27694
288,162,38,490,0,0,0,0,0,0,0,3,5.00E-05,rmsprop,leaky_relu,0.2,none,877,relu,0.2,linear,1.377729177,1.354742777,16.134569
289,115,23,423,457,11,141,314,206,355,0,9,0.001,adadelta,relu,0,none,966,relu,0,relu,12.93584347,12.93584347,15.175665
290,127,79,112,173,0,0,0,0,0,0,4,0.0001,adadelta,leaky_relu,0.15,lstm,728,relu,0.15,linear,1.489885426,1.129819024,81.066316
291,387,98,333,378,125,48,63,0,0,0,7,0.0001,adadelta,relu,0,lstm,337,relu,0.15,linear,1.632206321,0.999586904,69.472056
292,218,61,378,446,201,356,0,0,0,0,6,0.0005,adadelta,leaky_relu,0.15,none,506,relu,0.1,relu,2.021920085,1.228135574,16.812305
293,115,476,365,98,259,152,222,151,412,0,9,0.0001,adadelta,leaky_relu,0,none,171,relu,0.2,linear,3.176697612,1.330188012,15.905186
294,67,151,45,67,0,0,0,0,0,0,4,0.005,adam,relu,0,simplernn,105,relu,0.1,linear,1.363230205,1.234472334,25.349086
295,447,149,451,305,309,0,0,0,0,0,5,0.001,adadelta,leaky_relu,0,none,11,tanh,0.15,linear,2.164453244,1.30359149,10.636204
296,139,453,348,310,0,0,0,0,0,0,4,0.0001,rmsprop,leaky_relu,0.2,simplernn,667,relu,0,relu,1.776930571,1.690917611,28.718599
297,368,0,0,0,0,0,0,0,0,0,1,0.001,rmsprop,relu,0.2,simplernn,991,tanh,0.1,relu,3.554069948,2.424282694,23.67205
298,89,22,0,0,0,0,0,0,0,0,2,5.00E-05,rmsprop,relu,0.15,none,674,tanh,0.25,relu,1.361415005,1.356905448,30.735781
299,88,326,337,283,390,0,0,0,0,0,5,5.00E-05,adam,relu,0.2,simplernn,510,tanh,0,linear,2.192389798,2.004451656,34.886679
300,209,380,0,0,0,0,0,0,0,0,2,0.0001,adadelta,leaky_relu,0.15,none,105,tanh,0.15,linear,2.671444368,1.313630974,8.014673
301,496,363,179,190,76,161,0,0,0,0,6,0.0005,adadelta,leaky_relu,0.2,none,108,tanh,0.1,relu,2.379262376,1.263226843,16.579402
302,25,5,123,186,171,0,0,0,0,0,5,0.005,rmsprop,leaky_relu,0.2,simplernn,269,tanh,0.15,relu,1.808078027,1.67525363,28.648788
303,397,61,0,0,0,0,0,0,0,0,2,0.0005,adadelta,leaky_relu,0.1,none,902,tanh,0.15,relu,2.318855238,1.273710155,8.400659
304,150,400,0,0,0,0,0,0,0,0,2,0.0005,adam,relu,0.1,none,37,relu,0.15,linear,1.350618625,1.217087448,9.136204
305,92,337,491,8,297,152,0,0,0,0,6,0.0001,adam,leaky_relu,0,simplernn,131,tanh,0.15,linear,1.647292876,1.561368656,37.532682
306,159,255,243,231,161,291,475,159,43,0,9,0.005,adadelta,relu,0.2,none,555,tanh,0.15,linear,1.749878168,1.210065353,23.265731
307,125,247,201,0,0,0,0,0,0,0,3,0.0005,adam,relu,0,none,320,relu,0.1,relu,1.395527279,1.223509943,8.913279
308,324,398,496,205,292,0,0,0,0,0,5,0.0005,rmsprop,relu,0.1,lstm,19,tanh,0.15,relu,1.259013677,1.153540957,46.810966
309,436,158,0,0,0,0,0,0,0,0,2,0.0005,rmsprop,leaky_relu,0.2,none,592,tanh,0.1,linear,1.554379439,1.270009041,7.563264
310,50,289,94,0,0,0,0,0,0,0,3,0.0005,rmsprop,relu,0.25,none,47,tanh,0,relu,1.443866467,1.337487006,9.383523
311,307,161,487,93,0,0,0,0,0,0,4,0.005,adam,relu,0.2,lstm,734,tanh,0.1,relu,1.365771961,1.212305701,58.677872
312,197,104,494,431,28,272,392,317,0,0,8,5.00E-05,adam,relu,0.1,lstm,918,tanh,0.2,linear,1.662106979,1.585194087,107.307321
313,208,209,300,214,0,0,0,0,0,0,4,0.001,adam,leaky_relu,0.15,simplernn,650,tanh,0.25,relu,2.066067719,1.823679829,27.487412
314,424,95,455,140,381,0,0,0,0,0,5,0.005,adadelta,leaky_relu,0,none,20,relu,0.1,linear,2.797551894,1.303908062,10.915467
315,106,404,0,0,0,0,0,0,0,0,2,0.0001,adam,relu,0.25,lstm,384,relu,0.25,relu,2.495304179,2.465967321,84.301979
316,112,222,423,468,233,301,65,0,0,0,7,0.0001,adam,leaky_relu,0.1,lstm,722,relu,0.1,relu,1.424772477,1.365896749,76.357996
317,366,120,241,0,0,0,0,0,0,0,3,0.0005,adadelta,leaky_relu,0.2,lstm,424,relu,0.15,relu,1.533905602,1.177026141,61.828053
318,430,22,163,0,0,0,0,0,0,0,3,5.00E-05,adadelta,relu,0.1,none,170,relu,0.2,relu,1.804658699,1.148214221,10.559892
319,422,346,247,0,0,0,0,0,0,0,3,0.001,adadelta,relu,0.1,none,489,tanh,0,relu,1.689776993,1.185360026,11.489924
320,248,438,28,249,71,448,0,0,0,0,6,5.00E-05,rmsprop,relu,0.25,none,1,tanh,0.1,relu,1.394654667,1.33611089,19.574423
321,410,245,285,201,281,99,0,0,0,0,6,0.005,adam,relu,0.15,none,497,tanh,0,relu,1.621961665,1.307261014,16.860652
322,254,306,0,0,0,0,0,0,0,0,2,0.001,rmsprop,leaky_relu,0.15,none,349,relu,0,relu,1.718887234,1.239407086,7.093144
323,290,180,465,96,126,394,378,473,0,0,8,5.00E-05,rmsprop,leaky_relu,0.15,none,677,relu,0.2,relu,1.325983691,1.238906157,19.631711
324,101,180,360,0,0,0,0,0,0,0,3,0.005,adam,relu,0.15,none,670,tanh,0.15,linear,1.619861388,1.29049089,10.541465
325,270,466,156,339,0,0,0,0,0,0,4,0.001,rmsprop,leaky_relu,0.1,none,904,tanh,0,linear,1.665058732,1.216454542,10.149497
326,470,435,208,0,0,0,0,0,0,0,3,0.0005,rmsprop,leaky_relu,0.15,none,724,relu,0.25,relu,1.70882709,1.242889333,8.712325
327,86,162,364,267,383,107,319,136,177,0,9,0.0001,adadelta,leaky_relu,0.2,lstm,717,tanh,0.15,relu,1.464456034,1.041116536,89.098861
328,250,280,433,43,132,109,84,61,138,0,9,0.005,adam,leaky_relu,0.1,lstm,6,tanh,0.15,relu,1.235187459,1.132713306,61.286678
329,395,459,312,1,489,296,199,124,236,0,9,0.0001,adam,relu,0,none,74,relu,0,relu,12.93584347,12.93584347,15.941105
330,484,103,486,275,0,0,0,0,0,0,4,0.005,adadelta,leaky_relu,0.1,none,849,tanh,0.25,relu,2.316388512,1.355292606,12.092823
331,433,157,340,89,463,108,10,274,333,359,10,0.0001,adadelta,leaky_relu,0.1,lstm,779,relu,0.1,linear,1.63085711,1.067897666,83.308627
332,214,131,90,379,491,2,478,442,441,333,10,0.005,adadelta,leaky_relu,0.2,none,586,tanh,0.1,relu,1.604362488,1.198241925,27.899752
333,200,456,134,177,271,306,0,0,0,0,6,0.001,adam,relu,0.15,lstm,599,tanh,0.15,relu,1.349001265,1.213483584,52.977579
334,29,57,100,243,48,161,443,114,131,403,10,0.0001,adadelta,leaky_relu,0.1,simplernn,625,relu,0,linear,1.519301915,1.108842242,45.131947
335,255,204,319,269,207,19,303,0,0,0,7,0.001,adadelta,relu,0.2,none,755,relu,0.25,relu,1.808995676,1.189934504,20.331934
336,267,405,311,228,270,56,204,430,193,150,10,5.00E-05,adadelta,leaky_relu,0.1,simplernn,220,relu,0.15,relu,1.509209478,1.069856322,47.451655
337,332,286,227,114,115,286,209,241,325,460,10,0.005,adadelta,relu,0.2,lstm,258,tanh,0.25,linear,1.550773871,1.028627825,82.490115
338,492,279,142,319,20,449,498,0,0,0,7,0.001,rmsprop,leaky_relu,0.25,none,234,relu,0.15,linear,1.591907477,1.281478846,15.277326
339,244,31,75,344,458,353,187,0,0,0,7,5.00E-05,rmsprop,leaky_relu,0.2,lstm,353,relu,0.2,linear,1.331944132,1.27696563,77.205642
340,418,209,74,227,449,41,334,353,156,0,9,0.005,adadelta,relu,0,none,833,relu,0.1,linear,1.476223731,1.117343199,17.859455
341,403,44,264,396,449,453,0,0,0,0,6,0.0005,adam,relu,0.25,lstm,751,relu,0.25,relu,1.529400361,1.289864731,62.368732
342,4,224,280,175,220,383,204,352,197,237,10,5.00E-05,rmsprop,leaky_relu,0.15,none,388,relu,0.2,relu,1.30605464,1.25290041,29.899995
343,380,0,0,0,0,0,0,0,0,0,1,0.0005,rmsprop,leaky_relu,0.15,none,373,tanh,0.2,linear,1.492698479,1.370622385,6.230417
